Date,Open,High,Low,Close,,OpenToHigh%,OpenToLow%,OpenToClose%,OpenToHigh,OpenToLow,OpenToClose
16-Feb-23,41925.7,41979.1,41521.95,41631.35,,0.127368178,-0.96301314,-0.702075338,53.4,-403.75,-294.35
15-Feb-23,41674.6,41795.45,41455.6,41731.05,,0.289984787,-0.525499945,0.13545421,120.85,-219,56.45
14-Feb-23,41410.45,41718,41195.75,41648.35,,0.74268693,-0.518468164,0.57449267,307.55,-214.7,237.9
13-Feb-23,41563.5,41662.55,41157.9,41282.2,,0.238310056,-0.97585622,-0.676795746,99.05,-405.6,-281.3
10-Feb-23,41452.4,41678.9,41424.9,41559.4,,0.546409858,-0.066341153,0.258127394,226.5,-27.5,107
09-Feb-23,41634,41634,41252.95,41554.3,,0,-0.915237546,-0.191430081,0,-381.05,-79.7
08-Feb-23,41542.05,41791.95,41403.05,41537.65,,0.601559143,-0.334600724,-0.010591678,249.9,-139,-4.4
07-Feb-23,41513.1,41630.75,41095.1,41490.95,,0.283404516,-1.006911071,-0.053356651,117.65,-418,-22.15
06-Feb-23,41530.15,41724.5,41261.2,41374.65,,0.467973268,-0.647601803,-0.374426772,194.35,-268.95,-155.5
03-Feb-23,41019.35,41539.95,40609.75,41499.7,,1.269157117,-0.998553122,1.171032696,520.6,-409.6,480.35
02-Feb-23,39943.35,40757.6,39761.45,40669.3,,2.038512043,-0.455394953,1.817448962,814.25,-181.9,725.95
01-Feb-23,41115,42015.65,39490.5,40513,,2.190563055,-3.951112733,-1.46418582,900.65,-1624.5,-602
31-Jan-23,40563.85,40811.65,40167.7,40655.05,,0.610888759,-0.976608483,0.22483073,247.8,-396.15,91.2
30-Jan-23,39856.15,40789.55,39419.8,40387.45,,2.341922137,-1.094812218,1.333043959,933.4,-436.35,531.3
27-Jan-23,41382.35,41417.9,40148.8,40345.3,,0.085906189,-2.980860198,-2.506020079,35.55,-1233.55,-1037.05
25-Jan-23,42703.6,42733.05,41540.3,41647.65,,0.068963741,-2.724126303,-2.472742345,29.45,-1163.3,-1055.95
24-Jan-23,42994.45,43078.9,42615.65,42733.45,,0.196420701,-0.881043949,-0.607055097,84.45,-378.8,-261
23-Jan-23,42891.45,43005.85,42727.7,42821.25,,0.266719824,-0.38177772,-0.163668983,114.4,-163.75,-70.2
20-Jan-23,42516.05,42709.2,42366.15,42506.8,,0.454299024,-0.352572734,-0.02175649,193.15,-149.9,-9.25
19-Jan-23,42416.3,42506.25,42234.9,42328.85,,0.212064702,-0.427665779,-0.206170741,89.95,-181.4,-87.45
18-Jan-23,42271.8,42555.9,42119.65,42458,,0.672079259,-0.359932626,0.44048278,284.1,-152.15,186.2
17-Jan-23,42241.2,42383.8,41861.1,42235.05,,0.337585106,-0.899832391,-0.014559245,142.6,-380.1,-6.15
16-Jan-23,42622.5,42715.65,42066.55,42167.55,,0.218546542,-1.304358027,-1.067393982,93.15,-555.95,-454.95
13-Jan-23,42171.25,42453.95,41885.6,42371.25,,0.670361917,-0.677357204,0.474256751,282.7,-285.65,200
12-Jan-23,42238.5,42343.5,41742.95,42082.25,,0.248588373,-1.173218746,-0.369923174,105,-495.55,-156.25
11-Jan-23,42071.85,42318,41729,42232.7,,0.58507054,-0.814915436,0.382322147,246.15,-342.85,160.85
10-Jan-23,42642,42674.25,41835.75,42014.75,,0.075629661,-1.890741522,-1.470967591,32.25,-806.25,-627.25
09-Jan-23,42404.85,42716.8,42186.55,42582.75,,0.735646984,-0.514799604,0.419527483,311.95,-218.3,177.9
06-Jan-23,42649.7,42685.9,41877,42188.8,,0.084877502,-1.811736073,-1.080664108,36.2,-772.7,-460.9
05-Jan-23,43073.05,43137.55,42298.6,42608.7,,0.149745607,-1.797992016,-1.078052286,64.5,-774.45,-464.35
04-Jan-23,43417.5,43578.4,42858.65,42958.8,,0.370587897,-1.287153797,-1.05648644,160.9,-558.85,-458.7
03-Jan-23,43151.45,43482.8,43148.45,43425.25,,0.767876862,-0.006952258,0.634509385,331.35,-3,273.8
02-Jan-23,43038.25,43382.75,42961.75,43203.1,,0.800450762,-0.177748863,0.383031373,344.5,-76.5,164.85
30-Dec-22,43401.7,43422.95,42833.1,42986.45,,0.048961216,-1.310086932,-0.956759758,21.25,-568.6,-415.25
29-Dec-22,42684.9,43498.05,42489.8,43252.35,,1.90500622,-0.457070299,1.32939283,813.15,-195.1,567.45
28-Dec-22,42733.6,43034.95,42694.85,42827.7,,0.705182807,-0.090678061,0.220201434,301.35,-38.75,94.1
27-Dec-22,42827.75,42927.2,42394.15,42859.5,,0.232209257,-1.01242769,0.074134177,99.45,-433.6,31.75
26-Dec-22,41716.35,42846.15,41569.45,42630.15,,2.708290634,-0.352140108,2.190508038,1129.8,-146.9,913.8
23-Dec-22,41951.35,42226.65,41597.65,41668.05,,0.656236331,-0.843119471,-0.675306039,275.3,-353.7,-283.3
22-Dec-22,42864,42933.5,42231.35,42408.8,,0.162140724,-1.475947182,-1.061963419,69.5,-632.65,-455.2
21-Dec-22,43525.75,43614.65,42363.8,42617.95,,0.204246911,-2.669569163,-2.085661936,88.9,-1161.95,-907.8
20-Dec-22,43152.65,43426.2,42955.4,43359.5,,0.633912402,-0.457098232,0.479344837,273.55,-197.25,206.85
19-Dec-22,43346.35,43451.45,43110.3,43413.75,,0.242465629,-0.54456719,0.155491754,105.1,-236.05,67.4
16-Dec-22,43261.75,43598.2,43080.55,43219.5,,0.77770779,-0.418845747,-0.097661329,336.45,-181.2,-42.25
15-Dec-22,43940.1,44120.6,43379.1,43498.2,,0.410786503,-1.276738105,-1.005687288,180.5,-561,-441.9
14-Dec-22,44078.6,44151.8,43987.95,44049.1,,0.16606698,-0.205655352,-0.066925901,73.2,-90.65,-29.5
13-Dec-22,43793.7,43983.8,43767.75,43946.55,,0.434080701,-0.059255098,0.349022805,190.1,-25.95,152.85
12-Dec-22,43455.85,43767.05,43378.8,43708.75,,0.716129129,-0.177306393,0.581969976,311.2,-77.05,252.9
09-Dec-22,43765.3,43853.4,43361.7,43633.45,,0.201301031,-0.922191782,-0.301266072,88.1,-403.6,-131.85
08-Dec-22,43142.25,43640.9,43095.3,43596.85,,1.155827524,-0.108826035,1.053723438,498.65,-46.95,454.6
07-Dec-22,43157.35,43327.35,42948.45,43098.7,,0.393907411,-0.484042695,-0.135898057,170,-208.9,-58.65
06-Dec-22,43093.9,43306.85,43076.4,43138.55,,0.494153465,-0.040608996,0.103610952,212.95,-17.5,44.65
05-Dec-22,43269.35,43372.15,42985,43332.95,,0.237581568,-0.657162634,0.146986262,102.8,-284.35,63.6
02-Dec-22,42976.7,43131.9,42937.8,43103.75,,0.361125912,-0.090514162,0.295625304,155.2,-38.9,127.05
01-Dec-22,43512.1,43515.05,43101.85,43260.65,,0.006779723,-0.942841187,-0.577885232,2.95,-410.25,-251.45
30-Nov-22,43122.75,43332.3,42880.05,43231,,0.485938397,-0.562811973,0.25102759,209.55,-242.7,108.25
29-Nov-22,42959.4,43279.6,42959.4,43053.45,,0.745354917,0,0.218927639,320.2,0,94.05
28-Nov-22,42757.2,43159.8,42740,43020.45,,0.941595801,-0.040227143,0.615685779,402.6,-17.2,263.25
25-Nov-22,43192.45,43339.15,42864.95,42983.95,,0.339642692,-0.758234367,-0.482723254,146.7,-327.5,-208.5
24-Nov-22,42838.35,43163.4,42769.65,43075.4,,0.758782726,-0.160370322,0.553359315,325.05,-68.7,237.05
23-Nov-22,42668.55,42860.55,42556.4,42729.1,,0.449980138,-0.262839961,0.141907799,192,-112.15,60.55
22-Nov-22,42467.4,42508.75,42347.15,42457.05,,0.097368805,-0.283158376,-0.024371636,41.35,-120.25,-10.35
21-Nov-22,42286.95,42386.8,42202.55,42346.55,,0.236124856,-0.199588762,0.140941827,99.85,-84.4,59.6
18-Nov-22,42545.75,42590.75,42223.7,42437.45,,0.105768496,-0.756949872,-0.254549514,45,-322.05,-108.3
17-Nov-22,42399.65,42622.75,42366.55,42458.05,,0.526183589,-0.078066682,0.137736986,223.1,-33.1,58.4
16-Nov-22,42371.8,42611.75,42296.3,42535.3,,0.566296452,-0.178184547,0.385869847,239.95,-75.5,163.5
15-Nov-22,42234.85,42450.05,42079.55,42372.7,,0.50953182,-0.367705816,0.326389226,215.2,-155.3,137.85
14-Nov-22,42177.55,42231.45,41965.45,42076.75,,0.127793103,-0.502874159,-0.238989699,53.9,-212.1,-100.8
11-Nov-22,42163.4,42345.5,41918.1,42137.05,,0.431891166,-0.581784201,-0.06249496,182.1,-245.3,-26.35
10-Nov-22,41462.85,41643.9,41318.6,41603.75,,0.436655946,-0.347901796,0.339822275,181.05,-144.25,140.9
09-Nov-22,41914.85,41948.9,41667.9,41783.2,,0.081236125,-0.589170664,-0.314089159,34.05,-246.95,-131.65
07-Nov-22,41740.65,41779.4,41337.05,41686.7,,0.092835162,-0.966923131,-0.129250503,38.75,-403.6,-53.95
04-Nov-22,41314.85,41516.2,41051.15,41258.45,,0.487355031,-0.638269291,-0.136512658,201.35,-263.7,-56.4
03-Nov-22,40873.7,41478,40819.15,41298.35,,1.478456807,-0.133459902,1.038932125,604.3,-54.55,424.65
02-Nov-22,41472.6,41474.3,41060.45,41146.65,,0.004099092,-0.99378867,-0.785940597,1.7,-412.15,-325.95
01-Nov-22,41552.4,41677.25,41188.55,41289.55,,0.300463992,-0.875641359,-0.632574773,124.85,-363.85,-262.85
31-Oct-22,41265.7,41353.7,41106.1,41307.9,,0.213252168,-0.386761887,0.102264108,88,-159.6,42.2
28-Oct-22,41236.8,41482.4,40839.3,40990.85,,0.595584526,-0.963944826,-0.596433283,245.6,-397.5,-245.95
27-Oct-22,41440.7,41511.8,41178.65,41299.3,,0.171570461,-0.632349357,-0.341210453,71.1,-262.05,-141.4
25-Oct-22,41513.65,41530.65,41021.45,41122.75,,0.040950386,-1.185634123,-0.941617998,17,-492.2,-390.9
24-Oct-22,41348.35,41427.25,41201.15,41304.9,,0.190817771,-0.355999695,-0.10508279,78.9,-147.2,-43.45
21-Oct-22,40370.75,41032.25,40355.45,40784.05,,1.638562573,-0.037898726,1.023761015,661.5,-15.3,413.3
20-Oct-22,40149.5,40208.35,39848.85,40099.55,,0.146577168,-0.748826262,-0.124410018,58.85,-300.65,-49.95
19-Oct-22,40556.65,40643.6,40195.2,40373.2,,0.214391475,-0.891222525,-0.452330259,86.95,-361.45,-183.45
18-Oct-22,40252.05,40435.35,40139.85,40318.75,,0.455380533,-0.278743567,0.165705846,183.3,-112.2,66.7
17-Oct-22,39295.6,39974.7,39146.7,39920.45,,1.728183308,-0.378922831,1.590127139,679.1,-148.9,624.85
14-Oct-22,39446.05,39570.85,39196.3,39305.6,,0.316381488,-0.633143242,-0.35605593,124.8,-249.75,-140.45
